name,openapi_url,logo_url,description,category,publish_npm
amazonaws-com-monitoring,https://api.apis.guru/v2/specs/amazonaws.com/monitoring/2010-08-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>Amazon CloudWatch monitors your Amazon Web Services (Amazon Web Services) resources and the applications you run on Amazon Web Services in real time. You can use CloudWatch to collect and track ...,Cloud,true
amazonaws-com-mq,https://api.apis.guru/v2/specs/amazonaws.com/mq/2017-11-27/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Amazon MQ is a managed message broker service for Apache ActiveMQ and RabbitMQ that makes it easy to set up and operate message brokers in the cloud. A message broker allows software applications a...,Cloud,true
amazonaws-com-mturk-requester,https://api.apis.guru/v2/specs/amazonaws.com/mturk-requester/2017-01-17/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon Mechanical Turk API Reference</fullname>,Cloud,true
amazonaws-com-mwaa,https://api.apis.guru/v2/specs/amazonaws.com/mwaa/2020-07-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p><fullname>Amazon Managed Workflows for Apache Airflow</fullname> <p>This section contains the Amazon Managed Workflows for Apache Airflow (MWAA) API reference documentation. For more information...,Cloud,true
amazonaws-com-neptune,https://api.apis.guru/v2/specs/amazonaws.com/neptune/2014-10-31/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon Neptune</fullname> <p>Amazon Neptune is a fast, reliable, fully-managed graph database service that makes it easy to build and run applications that work with highly connected data...",Cloud,true
amazonaws-com-network-firewall,https://api.apis.guru/v2/specs/amazonaws.com/network-firewall/2020-11-12/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>This is the API Reference for Network Firewall. This guide is for developers who need detailed information about the Network Firewall API actions, data types, and errors. </p> <ul> <li> <p>The R...",Cloud,true
amazonaws-com-networkmanager,https://api.apis.guru/v2/specs/amazonaws.com/networkmanager/2019-07-05/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"Amazon Web Services enables you to centrally manage your Amazon Web Services Cloud WAN core network and your Transit Gateway network across Amazon Web Services accounts, Regions, and on-premises lo...",Cloud,true
amazonaws-com-nimble,https://api.apis.guru/v2/specs/amazonaws.com/nimble/2020-08-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>Welcome to the Amazon Nimble Studio API reference. This API reference provides methods, schema, resources, parameters, and more to help you get the most out of Nimble Studio.</p> <p>Nimble Studi...",Cloud,true
amazonaws-com-opsworks,https://api.apis.guru/v2/specs/amazonaws.com/opsworks/2013-02-18/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>AWS OpsWorks</fullname> <p>Welcome to the <i>AWS OpsWorks Stacks API Reference</i>. This guide provides descriptions, syntax, and usage examples for AWS OpsWorks Stacks actions and data t...",Cloud,true
amazonaws-com-opsworkscm,https://api.apis.guru/v2/specs/amazonaws.com/opsworkscm/2016-11-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>AWS OpsWorks CM</fullname> <p>AWS OpsWorks for configuration management (CM) is a service that runs and manages configuration management servers. You can use AWS OpsWorks CM to create and...,Cloud,true
amazonaws-com-organizations,https://api.apis.guru/v2/specs/amazonaws.com/organizations/2016-11-28/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>Organizations is a web service that enables you to consolidate your multiple Amazon Web Services accounts into an <i>organization</i> and centrally manage your accounts and their resources.</p> ...,Cloud,true
amazonaws-com-outposts,https://api.apis.guru/v2/specs/amazonaws.com/outposts/2019-12-03/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"Amazon Web Services Outposts is a fully managed service that extends Amazon Web Services infrastructure, APIs, and tools to customer premises. By providing local access to Amazon Web Services manag...",Cloud,true
amazonaws-com-personalize,https://api.apis.guru/v2/specs/amazonaws.com/personalize/2018-05-22/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Amazon Personalize is a machine learning service that makes it easy to add individualized recommendations to customers.,Cloud,true
amazonaws-com-personalize-events,https://api.apis.guru/v2/specs/amazonaws.com/personalize-events/2018-03-22/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"Amazon Personalize can consume real-time user event data, such as <i>stream</i> or <i>click</i> data, and use it for model training either alone or combined with historical data. For more informati...",Cloud,true
amazonaws-com-personalize-runtime,https://api.apis.guru/v2/specs/amazonaws.com/personalize-runtime/2018-05-22/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p/>,Cloud,true
amazonaws-com-pi,https://api.apis.guru/v2/specs/amazonaws.com/pi/2018-02-27/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon RDS Performance Insights</fullname> <p>Amazon RDS Performance Insights enables you to monitor and explore different dimensions of database load based on data captured from a runnin...,Cloud,true
amazonaws-com-pinpoint,https://api.apis.guru/v2/specs/amazonaws.com/pinpoint/2016-12-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Doc Engage API - Amazon Pinpoint API,Cloud,true
amazonaws-com-pinpoint-email,https://api.apis.guru/v2/specs/amazonaws.com/pinpoint-email/2018-07-26/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon Pinpoint Email Service</fullname> <p>Welcome to the <i>Amazon Pinpoint Email API Reference</i>. This guide provides information about the Amazon Pinpoint Email API (version 1.0), i...",Cloud,true
amazonaws-com-polly,https://api.apis.guru/v2/specs/amazonaws.com/polly/2016-06-10/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>Amazon Polly is a web service that makes it easy to synthesize speech from text.</p> <p>The Amazon Polly service provides API operations for synthesizing high-quality speech from plain text and ...,Cloud,true
amazonaws-com-pricing,https://api.apis.guru/v2/specs/amazonaws.com/pricing/2017-10-15/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>Amazon Web Services Price List API is a centralized and convenient way to programmatically query Amazon Web Services for services, products, and pricing information. The Amazon Web Services Pric...",Cloud,true
amazonaws-com-proton,https://api.apis.guru/v2/specs/amazonaws.com/proton/2020-07-20/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>This is the Proton Service API Reference. It provides descriptions, syntax and usage examples for each of the <a href='https://docs.aws.amazon.com/proton/latest/APIReference/API_Operations.html'...",Cloud,true
amazonaws-com-qldb,https://api.apis.guru/v2/specs/amazonaws.com/qldb/2019-01-02/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,The control plane for Amazon QLDB,Cloud,true
amazonaws-com-qldb-session,https://api.apis.guru/v2/specs/amazonaws.com/qldb-session/2019-07-11/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>The transactional data APIs for Amazon QLDB</p> <note> <p>Instead of interacting directly with this API, we recommend using the QLDB driver or the QLDB shell to execute data transactions on a le...",Cloud,true
amazonaws-com-quicksight,https://api.apis.guru/v2/specs/amazonaws.com/quicksight/2018-04-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon QuickSight API Reference</fullname> <p>Amazon QuickSight is a fully managed, serverless business intelligence service for the Amazon Web Services Cloud that makes it easy to extend...",Cloud,true
amazonaws-com-ram,https://api.apis.guru/v2/specs/amazonaws.com/ram/2018-01-04/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>This is the <i>Resource Access Manager API Reference</i>. This documentation provides descriptions and syntax for each of the actions and data types in RAM. RAM is a service that helps you secur...,Cloud,true
amazonaws-com-rds,https://api.apis.guru/v2/specs/amazonaws.com/rds/2014-10-31/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon Relational Database Service</fullname> <p/> <p>Amazon Relational Database Service (Amazon RDS) is a web service that makes it easier to set up, operate, and scale a relational data...",Cloud,true
amazonaws-com-rds-data,https://api.apis.guru/v2/specs/amazonaws.com/rds-data/2018-08-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p><fullname>Amazon RDS Data Service</fullname> <p>Amazon RDS provides an HTTP endpoint to run SQL statements on an Amazon Aurora Serverless v1 DB cluster. To run these statements, you work with th...",Cloud,true
amazonaws-com-redshift,https://api.apis.guru/v2/specs/amazonaws.com/redshift/2012-12-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon Redshift</fullname> <p> <b>Overview</b> </p> <p>This is an interface reference for Amazon Redshift. It contains documentation for one of the programming or command line interfaces ...,Cloud,true
amazonaws-com-redshift-data,https://api.apis.guru/v2/specs/amazonaws.com/redshift-data/2019-12-20/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>You can use the Amazon Redshift Data API to run queries on Amazon Redshift tables. You can run SQL statements, which are committed if the statement succeeds. </p> <p>For more information about t...",Cloud,true
amazonaws-com-rekognition,https://api.apis.guru/v2/specs/amazonaws.com/rekognition/2016-06-27/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>This is the API Reference for <a href='https://docs.aws.amazon.com/rekognition/latest/dg/images.html'>Amazon Rekognition Image</a>, <a href='https://docs.aws.amazon.com/rekognition/latest/custom...",Cloud,true
amazonaws-com-resource-groups,https://api.apis.guru/v2/specs/amazonaws.com/resource-groups/2017-11-27/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>Resource Groups lets you organize Amazon Web Services resources such as Amazon Elastic Compute Cloud instances, Amazon Relational Database Service databases, and Amazon Simple Storage Service bu...",Cloud,true
amazonaws-com-resourcegroupstaggingapi,https://api.apis.guru/v2/specs/amazonaws.com/resourcegroupstaggingapi/2017-01-26/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Resource Groups Tagging API</fullname>,Cloud,true
amazonaws-com-robomaker,https://api.apis.guru/v2/specs/amazonaws.com/robomaker/2018-06-29/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,This section provides documentation for the AWS RoboMaker API operations.,Cloud,true
amazonaws-com-route53,https://api.apis.guru/v2/specs/amazonaws.com/route53/2013-04-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>Amazon Route 53 is a highly available and scalable Domain Name System (DNS) web service.</p> <p>You can use Route 53 to:</p> <ul> <li> <p>Register domain names.</p> <p>For more information, see ...",Cloud,true
amazonaws-com-route53domains,https://api.apis.guru/v2/specs/amazonaws.com/route53domains/2014-05-15/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Amazon Route 53 API actions let you register domain names and perform related operations.,Cloud,true
amazonaws-com-route53resolver,https://api.apis.guru/v2/specs/amazonaws.com/route53resolver/2018-04-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>When you create a VPC using Amazon VPC, you automatically get DNS resolution within the VPC from Route 53 Resolver. By default, Resolver answers DNS queries for VPC domain names such as domain n...",Cloud,true
amazonaws-com-runtime-lex,https://api.apis.guru/v2/specs/amazonaws.com/runtime.lex/2016-11-28/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Amazon Lex provides both build and runtime endpoints. Each endpoint provides a set of operations (API). Your conversational bot uses the runtime API to understand user utterances (user input text o...,Cloud,true
amazonaws-com-runtime-lex-v2,https://api.apis.guru/v2/specs/amazonaws.com/runtime.lex.v2/2020-08-07/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,This section contains documentation for the Amazon Lex V2 Runtime V2 API operations.,Cloud,true
amazonaws-com-runtime-sagemaker,https://api.apis.guru/v2/specs/amazonaws.com/runtime.sagemaker/2017-05-13/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,The Amazon SageMaker runtime API.,Cloud,true
amazonaws-com-s3,https://api.apis.guru/v2/specs/amazonaws.com/s3/2006-03-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p/>,Cloud,true
amazonaws-com-s3control,https://api.apis.guru/v2/specs/amazonaws.com/s3control/2018-08-20/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Amazon Web Services S3 Control provides access to Amazon S3 control plane actions.,Cloud,true
amazonaws-com-s3outposts,https://api.apis.guru/v2/specs/amazonaws.com/s3outposts/2017-07-25/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Amazon S3 on Outposts provides access to S3 on Outposts operations.,Cloud,true
amazonaws-com-sagemaker,https://api.apis.guru/v2/specs/amazonaws.com/sagemaker/2017-07-24/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>Provides APIs for creating and managing SageMaker resources. </p> <p>Other Resources:</p> <ul> <li> <p> <a href='https://docs.aws.amazon.com/sagemaker/latest/dg/whatis.html#first-time-user'>Sage...,Cloud,true
amazonaws-com-sagemaker-a2i-runtime,https://api.apis.guru/v2/specs/amazonaws.com/sagemaker-a2i-runtime/2019-11-07/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>Amazon Augmented AI (Amazon A2I) adds the benefit of human judgment to any machine learning application. When an AI application can't evaluate data with a high degree of confidence, human review...",Cloud,true
amazonaws-com-sagemaker-edge,https://api.apis.guru/v2/specs/amazonaws.com/sagemaker-edge/2020-09-23/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,SageMaker Edge Manager dataplane service for communicating with active agents.,Cloud,true
amazonaws-com-sagemaker-featurestore-runtime,https://api.apis.guru/v2/specs/amazonaws.com/sagemaker-featurestore-runtime/2020-07-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>Contains all data plane API operations and data types for the Amazon SageMaker Feature Store. Use this API to put, delete, and retrieve (get) features from a feature store.</p> <p>Use the follow...",Cloud,true
amazonaws-com-savingsplans,https://api.apis.guru/v2/specs/amazonaws.com/savingsplans/2019-06-28/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"Savings Plans are a pricing model that offer significant savings on AWS usage (for example, on Amazon EC2 instances). You commit to a consistent amount of usage, in USD per hour, for a term of 1 or...",Cloud,true
amazonaws-com-schemas,https://api.apis.guru/v2/specs/amazonaws.com/schemas/2019-12-02/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Amazon EventBridge Schema Registry,Cloud,true
amazonaws-com-sdb,https://api.apis.guru/v2/specs/amazonaws.com/sdb/2009-04-15/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Amazon SimpleDB is a web service providing the core database functions of data indexing and querying in the cloud. By offloading the time and effort associated with building and operating a web-sca...,Cloud,true
amazonaws-com-secretsmanager,https://api.apis.guru/v2/specs/amazonaws.com/secretsmanager/2017-10-17/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon Web Services Secrets Manager</fullname> <p>Amazon Web Services Secrets Manager provides a service to enable you to store, manage, and retrieve, secrets.</p> <p>This guide provides ...",Cloud,true
amazonaws-com-securityhub,https://api.apis.guru/v2/specs/amazonaws.com/securityhub/2018-10-26/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>Security Hub provides you with a comprehensive view of the security state of your Amazon Web Services environment and resources. It also provides you with the readiness status of your environmen...,Cloud,true
amazonaws-com-serverlessrepo,https://api.apis.guru/v2/specs/amazonaws.com/serverlessrepo/2017-09-08/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>The AWS Serverless Application Repository makes it easy for developers and enterprises to quickly find,Cloud,true
amazonaws-com-service-quotas,https://api.apis.guru/v2/specs/amazonaws.com/service-quotas/2019-06-24/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"With Service Quotas, you can view and manage your quotas easily as your AWS workloads grow. Quotas, also referred to as limits, are the maximum number of resources that you can create in your AWS a...",Cloud,true
amazonaws-com-servicecatalog,https://api.apis.guru/v2/specs/amazonaws.com/servicecatalog/2015-12-10/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Service Catalog</fullname> <p> <a href='http://aws.amazon.com/servicecatalog'>Service Catalog</a> enables organizations to create and manage catalogs of IT services that are approved for ...,Cloud,true
amazonaws-com-servicecatalog-appregistry,https://api.apis.guru/v2/specs/amazonaws.com/servicecatalog-appregistry/2020-06-24/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Amazon Web Services Service Catalog AppRegistry enables organizations to understand the application context of their Amazon Web Services resources. AppRegistry provides a repository of your applica...,Cloud,true
amazonaws-com-servicediscovery,https://api.apis.guru/v2/specs/amazonaws.com/servicediscovery/2017-03-14/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Cloud Map</fullname> <p>With Cloud Map, you can configure public DNS, private DNS, or HTTP namespaces that your microservice applications run in. When an instance becomes available, you c...",Cloud,true
amazonaws-com-sesv2,https://api.apis.guru/v2/specs/amazonaws.com/sesv2/2019-09-27/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon SES API v2</fullname> <p> <a href='http://aws.amazon.com/ses'>Amazon SES</a> is an Amazon Web Services service that you can use to send email messages to your customers.</p> <p>If ...,Cloud,true
amazonaws-com-shield,https://api.apis.guru/v2/specs/amazonaws.com/shield/2016-06-02/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Shield Advanced</fullname> <p>This is the <i>Shield Advanced API Reference</i>. This guide is for developers who need detailed information about the Shield Advanced API actions, data type...",Cloud,true
amazonaws-com-signer,https://api.apis.guru/v2/specs/amazonaws.com/signer/2017-08-25/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>AWS Signer is a fully managed code signing service to help you ensure the trust and integrity of your code. </p> <p>AWS Signer supports the following applications:</p> <p>With <i>code signing fo...,Cloud,true
amazonaws-com-sms,https://api.apis.guru/v2/specs/amazonaws.com/sms/2016-10-24/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<important> <p> <b>Product update</b> </p> <p>We recommend <a href='http://aws.amazon.com/application-migration-service'>Amazon Web Services Application Migration Service</a> (Amazon Web Services M...,Cloud,true
amazonaws-com-sms-voice,https://api.apis.guru/v2/specs/amazonaws.com/sms-voice/2018-09-05/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Pinpoint SMS and Voice Messaging public facing APIs,Cloud,true
amazonaws-com-snowball,https://api.apis.guru/v2/specs/amazonaws.com/snowball/2016-06-30/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,The Amazon Web Services Snow Family provides a petabyte-scale data transport solution that uses secure devices to transfer large amounts of data between your on-premises data centers and Amazon Sim...,Cloud,true
amazonaws-com-sns,https://api.apis.guru/v2/specs/amazonaws.com/sns/2010-03-31/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon Simple Notification Service</fullname> <p>Amazon Simple Notification Service (Amazon SNS) is a web service that enables you to build distributed web-enabled applications. Applicati...,Cloud,true
amazonaws-com-sqs,https://api.apis.guru/v2/specs/amazonaws.com/sqs/2012-11-05/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>Welcome to the <i>Amazon SQS API Reference</i>.</p> <p>Amazon SQS is a reliable, highly-scalable hosted queue for storing messages as they travel between applications or microservices. Amazon SQ...",Cloud,true
amazonaws-com-ssm,https://api.apis.guru/v2/specs/amazonaws.com/ssm/2014-11-06/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>Amazon Web Services Systems Manager is the operations hub for your Amazon Web Services applications and resources and a secure end-to-end management solution for hybrid cloud environments that e...,Cloud,true
amazonaws-com-ssm-contacts,https://api.apis.guru/v2/specs/amazonaws.com/ssm-contacts/2021-05-03/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>Systems Manager Incident Manager is an incident management console designed to help users mitigate and recover from incidents affecting their Amazon Web Services-hosted applications. An incident...,Cloud,true
amazonaws-com-ssm-incidents,https://api.apis.guru/v2/specs/amazonaws.com/ssm-incidents/2018-05-10/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>Systems Manager Incident Manager is an incident management console designed to help users mitigate and recover from incidents affecting their Amazon Web Services-hosted applications. An incident...,Cloud,true
amazonaws-com-sso,https://api.apis.guru/v2/specs/amazonaws.com/sso/2019-06-10/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>AWS IAM Identity Center (successor to AWS Single Sign-On) Portal is a web service that makes it easy for you to assign user access to IAM Identity Center resources such as the AWS access portal....,Cloud,true
amazonaws-com-sso-admin,https://api.apis.guru/v2/specs/amazonaws.com/sso-admin/2020-07-20/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>AWS IAM Identity Center (successor to AWS Single Sign-On) helps you securely create, or connect, your workforce identities and manage their access centrally across AWS accounts and applications....",Cloud,true
amazonaws-com-sso-oidc,https://api.apis.guru/v2/specs/amazonaws.com/sso-oidc/2019-06-10/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<p>AWS IAM Identity Center (successor to AWS Single Sign-On) OpenID Connect (OIDC) is a web service that enables a client (such as AWS CLI or a native application) to register with IAM Identity Cen...,Cloud,true
amazonaws-com-states,https://api.apis.guru/v2/specs/amazonaws.com/states/2016-11-23/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Step Functions</fullname> <p>Step Functions is a service that lets you coordinate the components of distributed applications and microservices using visual workflows.</p> <p>You can use S...,Cloud,true
amazonaws-com-storagegateway,https://api.apis.guru/v2/specs/amazonaws.com/storagegateway/2013-06-30/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Storage Gateway Service</fullname> <p>Storage Gateway is the service that connects an on-premises software appliance with cloud-based storage to provide seamless and secure integration be...,Cloud,true
amazonaws-com-streams-dynamodb,https://api.apis.guru/v2/specs/amazonaws.com/streams.dynamodb/2012-08-10/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon DynamoDB</fullname> <p>Amazon DynamoDB Streams provides API actions for accessing streams and processing stream records. To learn more about application development with Streams, s...",Cloud,true
amazonaws-com-sts,https://api.apis.guru/v2/specs/amazonaws.com/sts/2011-06-15/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Security Token Service</fullname> <p>Security Token Service (STS) enables you to request temporary, limited-privilege credentials for Identity and Access Management (IAM) users or for use...",Cloud,true
amazonaws-com-support,https://api.apis.guru/v2/specs/amazonaws.com/support/2013-04-15/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon Web Services Support</fullname> <p>The <i>Amazon Web Services Support API Reference</i> is intended for programmers who need detailed information about the Amazon Web Services Supp...,Cloud,true
amazonaws-com-swf,https://api.apis.guru/v2/specs/amazonaws.com/swf/2012-01-25/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon Simple Workflow Service</fullname> <p>The Amazon Simple Workflow Service (Amazon SWF) makes it easy to build applications that use Amazon's cloud to coordinate work across distribu...,Cloud,true
amazonaws-com-synthetics,https://api.apis.guru/v2/specs/amazonaws.com/synthetics/2017-10-11/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon CloudWatch Synthetics</fullname> <p>You can use Amazon CloudWatch Synthetics to continually monitor your services. You can create and manage <i>canaries</i>, which are modular, lig...",Cloud,true
amazonaws-com-textract,https://api.apis.guru/v2/specs/amazonaws.com/textract/2018-06-27/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Amazon Textract detects and analyzes text in documents and converts it into machine-readable text. This is the API reference documentation for Amazon Textract.,Cloud,true
amazonaws-com-timestream-query,https://api.apis.guru/v2/specs/amazonaws.com/timestream-query/2018-11-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,<fullname>Amazon Timestream Query </fullname> <p/>,Cloud,true
amazonaws-com-timestream-write,https://api.apis.guru/v2/specs/amazonaws.com/timestream-write/2018-11-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<fullname>Amazon Timestream Write</fullname> <p>Amazon Timestream is a fast, scalable, fully managed time-series database service that makes it easy to store and analyze trillions of time-series da...",Cloud,true
amazonaws-com-transcribe,https://api.apis.guru/v2/specs/amazonaws.com/transcribe/2017-10-26/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<p>Amazon Transcribe offers three main types of batch transcription: <b>Standard</b>, <b>Medical</b>, and <b>Call Analytics</b>.</p> <ul> <li> <p> <b>Standard transcriptions</b> are the most common...",Cloud,true
amazonaws-com-transfer,https://api.apis.guru/v2/specs/amazonaws.com/transfer/2018-11-05/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"Transfer Family is a fully managed service that enables the transfer of files over the File Transfer Protocol (FTP), File Transfer Protocol over SSL (FTPS), or Secure Shell (SSH) File Transfer Prot...",Cloud,true
amazonaws-com-translate,https://api.apis.guru/v2/specs/amazonaws.com/translate/2017-07-01/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,Provides translation of the input content from the source language to the target language.,Cloud,true
amazonaws-com-waf,https://api.apis.guru/v2/specs/amazonaws.com/waf/2015-08-24/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<note> <p>This is <b>AWS WAF Classic</b> documentation. For more information, see <a href='https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html'>AWS WAF Classic</a> in the...",Cloud,true
amazonaws-com-waf-regional,https://api.apis.guru/v2/specs/amazonaws.com/waf-regional/2016-11-28/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_awscloud_profile_image.png,"<note> <p>This is <b>AWS WAF Classic Regional</b> documentation. For more information, see <a href='https://docs.aws.amazon.com/waf/latest/developerguide/classic-waf-chapter.html'>AWS WAF Classic</...",Cloud,true
