name,openapi_url,logo_url,description,category,publish_npm
mcw-edu,https://api.apis.guru/v2/specs/mcw.edu/1.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_medicalcollege_profile_image.jpeg,The RGD REST API provides programmatic access to information and annotation stored in the Rat Genome Database,Open_data,true
medcorder-com,https://api.apis.guru/v2/specs/medcorder.com/1.0.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,Returns doctors near a client given a lat/lon and autocomplete text.,Open_data,true
medium-com,https://api.apis.guru/v2/specs/medium.com/1.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_raw.githubusercontent.com_Medium_medium-logos_master_monogram_Monogram.png,Medium API helps you to quickly extract data from Medium's Website (https://medium.com).,Media,true
meraki-com,https://api.apis.guru/v2/specs/meraki.com/0.0.0-streaming/openapi.json,https://api.apis.guru/v2/cache/logo/https_n140.meraki.com_images_cisco-meraki.png,The Cisco Meraki Dashboard API is a modern REST API based on the OpenAPI specification.,IoT,true
mercedes-benz-com-configurator,https://api.apis.guru/v2/specs/mercedes-benz.com/configurator/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_MercedesBenz_profile_image.jpeg,The Car Configurator API offers access to the Mercedes-Benz car configuration functions. It provides required reference data such as the masterdata of all Mercedes-Benz vehicles as well as function...,Transport,true
mercedes-benz-com-dealer,https://api.apis.guru/v2/specs/mercedes-benz.com/dealer/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_MercedesBenz_profile_image.jpeg,The Dealer API provides Dealer search functions.,Transport,true
mercedes-benz-com-diagnostics,https://api.apis.guru/v2/specs/mercedes-benz.com/diagnostics/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_MercedesBenz_profile_image.jpeg,"The Remote Diagnostic Support API will provide the possibility for 3rd party applications (e.g. ADAC, ATU, etc.) to access vehicle diagnostics data remotely on behalf of the Daimler customer. To us...",Transport,true
mercedes-benz-com-image,https://api.apis.guru/v2/specs/mercedes-benz.com/image/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_MercedesBenz_profile_image.jpeg,The vehicle images API offers access to original Mercedes-Benz vehicle images.  It provides access to exterior and interior images with parameters e.g. to modify the perspective and to display vehi...,Transport,true
mercure-local,https://api.apis.guru/v2/specs/mercure.local/0.3.2/openapi.json,https://api.apis.guru/v2/cache/logo/https_raw.githubusercontent.com_dunglas_mercure_master_public_mercure.svg,"[Mercure](https://mercure.rocks) is a protocol allowing to push data updates to web browsers and other HTTP clients in a convenient, fast, reliable and battery-efficient way.",Communication,true
mermade-org-uk-openapi-converter,https://api.apis.guru/v2/specs/mermade.org.uk/openapi-converter/1.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_avatars1.githubusercontent.com_u_15950345.png,Converter and validator for Swagger 2.0 to OpenAPI 3.0.x definitions,Developer_tools,true
meshery-local,https://api.apis.guru/v2/specs/meshery.local/0.4.27/openapi.json,https://api.apis.guru/v2/cache/logo/https_avatars.githubusercontent.com_u_52376019.png,the purpose of this application is to provide an application,Cloud,true
miataru-com,https://api.apis.guru/v2/specs/miataru.com/1.0.0/swagger.json,https://api.apis.guru/v2/cache/logo/http_miataru.com_images_clientapp.png,The Miataru API is very simple and straight forward. Generally you're posting (HTTP POST) a JSON formatted request to a service method locations and you get back a JSON formatted answer. Please tak...,Location,true
microcks-local,https://api.apis.guru/v2/specs/microcks.local/1.7.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_microcks.io_images_microcks-logo-blue.png,"API offered by Microcks, the Kuebrnetes native tools for API and microservices mocking and testing (microcks.io)",Developer_tools,true
microsoft-com-cognitiveservices-AutoSuggest,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-AutoSuggest/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,Autosuggest supplies search terms derived from a root text sent to the service.  The terms Autosuggest supplies are related to the root text based on similarity and their frequency or ratings of us...,Developer_tools,true
microsoft-com-cognitiveservices-ComputerVision,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-ComputerVision/2.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,"The Computer Vision API provides state-of-the-art algorithms to process images and return information. For example, it can be used to determine if an image contains mature content, or it can be use...",Developer_tools,true
microsoft-com-cognitiveservices-CustomImageSearch,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-CustomImageSearch/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,The Bing Custom Image Search API lets you send an image search query to Bing and get back image search results customized to meet your custom search definition.,Developer_tools,true
microsoft-com-cognitiveservices-CustomSearch,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-CustomSearch/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,The Bing Custom Search API lets you send a search query to Bing and get back search results customized to meet your custom search definition.,Developer_tools,true
microsoft-com-cognitiveservices-EntitySearch,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-EntitySearch/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,"The Entity Search API lets you send a search query to Bing and get back search results that include entities and places. Place results include restaurants, hotel, or other local businesses. For pla...",Developer_tools,true
microsoft-com-cognitiveservices-ImageSearch,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-ImageSearch/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,The Image Search API lets you send a search query to Bing and get back a list of relevant images. This section provides technical details about the query parameters and headers that you use to requ...,Developer_tools,true
microsoft-com-cognitiveservices-LocalSearch,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-LocalSearch/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,"The Local Search client lets you send a search query to Bing and get back search results that include local businesses such as restaurants, hotels, retail stores, or other local businesses. The que...",Developer_tools,true
microsoft-com-cognitiveservices-NewsSearch,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-NewsSearch/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,The News Search API lets you send a search query to Bing and get back a list of news that are relevant to the search query. This section provides technical details about the query parameters and he...,Developer_tools,true
microsoft-com-cognitiveservices-Ocr,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-Ocr/2.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,"The Computer Vision API provides state-of-the-art algorithms to process images and return information. For example, it can be used to determine if an image contains mature content, or it can be use...",Developer_tools,true
microsoft-com-cognitiveservices-SpellCheck,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-SpellCheck/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,The Spell Check API - V7 lets you check a text string for spelling and grammar errors.,Developer_tools,true
microsoft-com-cognitiveservices-VideoSearch,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-VideoSearch/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,"The Video Search API lets you search on Bing for video that are relevant to the user's search query, for insights about a video or for videos that are trending based on search requests made by othe...",Developer_tools,true
microsoft-com-cognitiveservices-VisualSearch,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-VisualSearch/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,"Visual Search API lets you discover insights about an image such as visually similar images, shopping sources, and related searches. The API can also perform text recognition, identify entities (pe...",Developer_tools,true
microsoft-com-cognitiveservices-WebSearch,https://api.apis.guru/v2/specs/microsoft.com/cognitiveservices-WebSearch/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,"The Web Search API lets you send a search query to Bing and get back search results that include links to webpages, images, and more.",Developer_tools,true
microsoft-com-graph,https://api.apis.guru/v2/specs/microsoft.com/graph/1.0.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,This OData service is located at https://graph.microsoft.com/v1.0,Developer_tools,true
microsoft-com-graph-beta,https://api.apis.guru/v2/specs/microsoft.com/graph-beta/1.0.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_microsoft_profile_image.png,This OData service is located at https://graph.microsoft.com/beta,Developer_tools,true
mineskin-org,https://api.apis.guru/v2/specs/mineskin.org/1.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_mineskin.org_img_mineskin-x256.png,Client implementations:,Other,true
mist-com,https://api.apis.guru/v2/specs/mist.com/0.36.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_cdn_mist_com_wp-content_uploads_logo.svg,> Version: **0.36.1**,Enterprise,true
moderatecontent-com,https://api.apis.guru/v2/specs/moderatecontent.com/1.0.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_www.moderatecontent.com_img_mdr8_logo-light.png,"Our FREE API blocks images with nudity. Build from the ground up, accurate models, best in class support, great price.",Media,true
monarchinitiative-org,https://api.apis.guru/v2/specs/monarchinitiative.org/1.1.14/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,API integration layer for linked biological objects.,Open_data,true
moonmoonmoonmoon-com,https://api.apis.guru/v2/specs/moonmoonmoonmoon.com/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/http_moonmoonmoonmoon.com_logo.png,"Turn nothing into something – make a drawing, make a mark.",Other,true
motaword-com,https://api.apis.guru/v2/specs/motaword.com/1.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_dentycj2qhk72.cloudfront.net_new_images_new_logo_horizontal.png,Use MotaWord API to post and track your translation projects.,Text,true
mtaa-api-herokuapp-com,https://api.apis.guru/v2/specs/mtaa-api.herokuapp.com/1.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,"Mtaa A simple REST API to access Tanzania's location information,With mtaa API you can easily query and integrate all the location in tanzania from region level to streets from your programming lan...",Open_data,true
musixmatch-com,https://api.apis.guru/v2/specs/musixmatch.com/1.1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_Musixmatch_profile_image.jpeg,Musixmatch lyrics API is a robust service that permits you to search and retrieve lyrics in the simplest possible way. It just works.,Media,true
n-auth-com,https://api.apis.guru/v2/specs/n-auth.com/2.2/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_nauthsec_profile_image.jpeg,API for the nextAuth server,Security,true
namsor-com,https://api.apis.guru/v2/specs/namsor.com/2.0.24/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_gendreapp_profile_image.png,"NamSor API v2 : enpoints to process personal names (gender, cultural origin or ethnicity) in all alphabets or languages. By default, enpoints use 1 unit per name (ex. Gender), but Ethnicity classif...",Text,true
nasa-gov-apod,https://api.apis.guru/v2/specs/nasa.gov/apod/1.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,"This endpoint structures the APOD imagery and associated metadata so that it can be repurposed for other applications. In addition, if the concept_tags parameter is set to True, then keywords deriv...",Media,true
nasa-gov-asteroids neows,https://api.apis.guru/v2/specs/nasa.gov/asteroids neows/3.4.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,TechPort RESTful API,Other,true
nativeads-com,https://api.apis.guru/v2/specs/nativeads.com/1.0.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_api.nativeads.com_docs_publisher_images_nativeads-logo.png,This is a Native Ads Publisher API it provides same functionality as Native Ads Publisher Account GUI.,Marketing,true
naviplancentral-com-factfinder,https://api.apis.guru/v2/specs/naviplancentral.com/factfinder/v1/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_Advicent_profile_image.jpeg,An API for accessing the NaviPlan Fact Finder.,Finance,true
naviplancentral-com-plan,https://api.apis.guru/v2/specs/naviplancentral.com/plan/v1/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_Advicent_profile_image.jpeg,An API for accessing NaviPlan plan data for a client.,Finance,true
nba-com,https://api.apis.guru/v2/specs/nba.com/version/swagger.json,https://api.apis.guru/v2/cache/logo/https_upload.wikimedia.org_wikipedia_en_thumb_0_03_National_Basketball_Association_logo.svg_100px-National_Basketball_Association_logo.svg.png,The destination for current and historic NBA statistics.,Media,true
nbg-gr,https://api.apis.guru/v2/specs/nbg.gr/v3.1.5/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,## Functionality at a glance,Finance,true
ndhm-gov-in-ndhm-cm,https://api.apis.guru/v2/specs/ndhm.gov.in/ndhm-cm/0.5/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,Entity which provides health information aggregation services to customers of health care services.,Open_data,true
ndhm-gov-in-ndhm-gateway,https://api.apis.guru/v2/specs/ndhm.gov.in/ndhm-gateway/0.5/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,"Gateway is the hub that routes/orchestrates the interaction between consent managers and API bridges. There are 5 categories of APIs; discovery, link, consent flow, data flow and  monitoring. To re...",Open_data,true
ndhm-gov-in-ndhm-healthid,https://api.apis.guru/v2/specs/ndhm.gov.in/ndhm-healthid/1.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,"It is important to standardize the process of identification of an individual across healthcare providers, to ensure that the created medical records are issued to the right individual or accessed ...",Open_data,true
ndhm-gov-in-ndhm-hip,https://api.apis.guru/v2/specs/ndhm.gov.in/ndhm-hip/0.5/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,The following are the specifications for the APIs to be implemented at the Health Repository end if an entity is only serving the role of a HIP. The specs are essentially duplicates from the Gatewa...,Open_data,true
ndhm-gov-in-ndhm-hiu,https://api.apis.guru/v2/specs/ndhm.gov.in/ndhm-hiu/0.5/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,The following are the specifications for the APIs to be implemented at the Health Repository end if an entity is only serving the role of a HIU. The specs are essentially duplicates from the Gatewa...,Open_data,true
nebl-io,https://api.apis.guru/v2/specs/nebl.io/1.3.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_NeblioTeam_profile_image.jpeg,APIs for Interacting with NTP1 Tokens & The Neblio Blockchain,Enterprise,true
neowsapp-com,https://api.apis.guru/v2/specs/neowsapp.com/1.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,A web service for near earth objects. All the data is from the <a href='http://neo.jpl.nasa.gov/' target='_blank'>NASA JPL Asteroid team</a>.,Open_data,true
netatmo-net,https://api.apis.guru/v2/specs/netatmo.net/1.1.5/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_netatmo_profile_image.jpeg,<h3>Welcome to the Netatmo swagger on-line documentation !</h3>,IoT,true
netbox-dev,https://api.apis.guru/v2/specs/netbox.dev/3.4/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,API to access NetBox,Enterprise,true
netboxdemo-com,https://api.apis.guru/v2/specs/netboxdemo.com/2.8/openapi.json,https://api.apis.guru/v2/cache/logo/https_apis.guru_assets_images_no-logo.svg,API to access NetBox,Cloud,true
netlicensing-io,https://api.apis.guru/v2/specs/netlicensing.io/2.x/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.labs64.com_content_uploads_2015_06_labs64-logo.png,The Labs64 <a href='https://netlicensing.io/wiki/restful-api' target='_blank'>NetLicensing RESTful API</a> gives you access to NetLicensing’s core features.<br/><br/><strong>Authentication</strong>...,Developer_tools,true
netlify-com,https://api.apis.guru/v2/specs/netlify.com/2.15.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_Netlify_profile_image.jpeg,"Netlify is a hosting service for the programmable web. It understands your documents and provides an API to handle atomic deploys of websites, manage form submissions, inject JavaScript snippets, a...",Cloud,true
neutrinoapi-net,https://api.apis.guru/v2/specs/neutrinoapi.net/3.6.3/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.neutrinoapi.com_img_NEUTRINO_LOGO_NOBG_126x65.png,The general-purpose API,Email,true
nexmo-com-account,https://api.apis.guru/v2/specs/nexmo.com/account/1.0.4/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,Enables users to manage their Vonage API Account by programmable means. More information is available here: <https://developer.nexmo.com/account/overview>.,Other,true
nexmo-com-application,https://api.apis.guru/v2/specs/nexmo.com/application/1.0.2/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,<div class='Vlt-callout Vlt-callout--critical'> <i></i> <div class='Vlt-callout__content'>,Other,true
nexmo-com-application-v2,https://api.apis.guru/v2/specs/nexmo.com/application.v2/2.1.4/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,Vonage provides an Application API to allow management of your Vonage Applications.,Other,true
nexmo-com-audit,https://api.apis.guru/v2/specs/nexmo.com/audit/1.0.4/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,The Vonage Audit API allows you to view details of changes to your account. More information is available at <https://developer.nexmo.com/audit/overview>.,Other,true
nexmo-com-conversation,https://api.apis.guru/v2/specs/nexmo.com/conversation/2.0.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,"The Conversation API enables you to build conversation features where communication can take place across multiple mediums including IP Messaging, PSTN Voice, SMS and WebRTC Audio and Video. The co...",Other,true
nexmo-com-conversation-v2,https://api.apis.guru/v2/specs/nexmo.com/conversation.v2/1.0.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,"The Conversation API enables you to build conversation features where communication can take place across multiple mediums including IP Messaging, PSTN Voice, SMS and WebRTC Audio and Video. The co...",Other,true
nexmo-com-conversion,https://api.apis.guru/v2/specs/nexmo.com/conversion/1.0.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,The Conversion API allows you to tell Nexmo about the reliability of your 2FA communications. Sending conversion data back to us means that Nexmo can deliver messages faster and more reliably.,Other,true
nexmo-com-dispatch,https://api.apis.guru/v2/specs/nexmo.com/dispatch/0.3.4/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,The Dispatch API enables the developer to specify a multiple message workflow. A workflow follows a template. The first one we are adding is the failover template. The failover template instructs t...,Other,true
nexmo-com-external-accounts,https://api.apis.guru/v2/specs/nexmo.com/external-accounts/0.1.5/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,"The External Accounts API is used to manage accounts for Viber Business Messages, Facebook Messenger and Whatsapp for use in the [Messages](https://developer.nexmo.com/messages/overview) and [Dispa...",Other,true
nexmo-com-media,https://api.apis.guru/v2/specs/nexmo.com/media/1.0.2/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,"The Media API can be used to query, download and delete media items such as audio files for use with other Nexmo APIs.",Other,true
nexmo-com-messages-olympus,https://api.apis.guru/v2/specs/nexmo.com/messages-olympus/1.4.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,"The Messages API consolidates and normalises exchanges across all messaging channels. It allows you to use a single API to interact with our various channels such as SMS, MMS, WhatsApp, Viber and F...",Other,true
nexmo-com-number-insight,https://api.apis.guru/v2/specs/nexmo.com/number-insight/1.2.1/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,"The Number Insight API delivers real-time intelligence about the validity, reachability and roaming status of a phone number and tells you how to format the number correctly in your application. Th...",Other,true
nexmo-com-numbers,https://api.apis.guru/v2/specs/nexmo.com/numbers/1.0.20/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,The Numbers API enables you to manage your existing numbers and buy new virtual numbers for use with the Vonage APIs. Further information is here: <https://developer.nexmo.com/numbers/overview>,Other,true
nexmo-com-pricing,https://api.apis.guru/v2/specs/nexmo.com/pricing/0.0.3/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,The API to retrieve pricing information.,Other,true
nexmo-com-redact,https://api.apis.guru/v2/specs/nexmo.com/redact/1.0.6/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,"The [Redact API](/redact/overview) helps organisations meet their privacy compliance obligations. It provides controlled, on-demand redaction of private information from transactional records in th...",Other,true
nexmo-com-reports,https://api.apis.guru/v2/specs/nexmo.com/reports/2.2.2/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,The [Reports API](/reports/overview) enables you to request a report of activity for your Vonage account.,Other,true
nexmo-com-sms,https://api.apis.guru/v2/specs/nexmo.com/sms/1.2.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,With the SMS API you can send SMS from your account and lookup messages both messages that you've sent as well as messages sent to your virtual numbers. Numbers are specified in E.164 format. More ...,Other,true
nexmo-com-subaccounts,https://api.apis.guru/v2/specs/nexmo.com/subaccounts/1.0.8/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,"The Subaccounts API enables you to create subaccounts under your primary account. Subaccounts facilitate differential product configuration, reporting, and billing. The Subaccounts API is released ...",Other,true
nexmo-com-verify,https://api.apis.guru/v2/specs/nexmo.com/verify/1.2.4/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,The Verify API helps you to implement 2FA (two-factor authentication) in your applications. This is useful for:,Other,true
nexmo-com-voice,https://api.apis.guru/v2/specs/nexmo.com/voice/1.3.10/openapi.json,https://api.apis.guru/v2/cache/logo/https_www.vonage.com_content_dam_vonage_us-en_api_illustrations_Mobile_APIs_Services.svg,"The Voice API lets you create outbound calls, control in-progress calls and get information about historical calls. More information about the Voice API can be found at <https://developer.nexmo.com...",Other,true
nfusionsolutions-biz,https://api.apis.guru/v2/specs/nfusionsolutions.biz/1/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_nfusionsolution_profile_image.png,[nFusion Solutions](https://nfusionsolutions.com) provides [REST APIs](https://nfusionsolutions.com/data-feeds/) that deliver enterprise-grade financial data. Data sets include real-time and histor...,Finance,true
noosh-com,https://api.apis.guru/v2/specs/noosh.com/1.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_NooshInc_profile_image.jpeg,Full description of Noosh API,Collaboration,true
notion-com,https://api.apis.guru/v2/specs/notion.com/1.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_notion.com_front-static_logo-ios.png,Hello and welcome!,Collaboration,true
nowpayments-io,https://api.apis.guru/v2/specs/nowpayments.io/1.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_pbs.twimg.com_profile_images_1351091723833909248_9Jqk2Tiu_400x400.jpg,NOWPayments is a non-custodial cryptocurrency payment processing platform. Accept payments in a wide range of cryptos and get them instantly converted into a coin of your choice and sent to your wa...,Finance,true
npr-org-authorization,https://api.apis.guru/v2/specs/npr.org/authorization/2/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_NPR_profile_image.jpeg,The interface to our OAuth2 server,Entertainment,true
npr-org-identity,https://api.apis.guru/v2/specs/npr.org/identity/2/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_NPR_profile_image.jpeg,The entry point to user-specific information,Entertainment,true
npr-org-listening,https://api.apis.guru/v2/specs/npr.org/listening/2/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_NPR_profile_image.jpeg,Audio recommendations tailored to a user's preferences,Entertainment,true
npr-org-sponsorship,https://api.apis.guru/v2/specs/npr.org/sponsorship/2/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_NPR_profile_image.jpeg,Sponsorship for non-NPR One client applications,Entertainment,true
npr-org-station-finder,https://api.apis.guru/v2/specs/npr.org/station-finder/3/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_NPR_profile_image.jpeg,Allows clients to look up NPR member station information,Entertainment,true
nrel-gov-building-case-studies,https://api.apis.guru/v2/specs/nrel.gov/building-case-studies/1.0/swagger.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_NRELdev_profile_image.jpeg,"The Buildings Database is a shared resource for the building industry. The Database, developed by the U.S. Department of Energy and the National Renewable Energy Laboratory (NREL), is a unique cent...",Open_data,true
nrel-gov-transportation-incentives-laws,https://api.apis.guru/v2/specs/nrel.gov/transportation-incentives-laws/0.1.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_twitter.com_NRELdev_profile_image.jpeg,"Query our database of federal and state laws and incentives for alternative fuels and vehicles, air quality, fuel efficiency, and other transportation-related topics. This dataset powers the <a hre...",Open_data,true
nsidc-org,https://api.apis.guru/v2/specs/nsidc.org/1.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/http_nsidc.org_images_logo_nsidc_115x90.jpg,This API allows programmers to build National Snow and Ice Data Center data and metadata services into their applications.,Open_data,true
ntropy-network,https://api.apis.guru/v2/specs/ntropy.network/1.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_assets.website-files.com_60478d22345ad2b2ea2a1a12_6070b22f45729bf27b1f6be1_ntropy.png,Ntropy Transaction API for transaction classification & management,Finance,true
nytimes-com-archive,https://api.apis.guru/v2/specs/nytimes.com/archive/1.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_static01.nyt.com_images_icons_t_logo_291_black.png,The Archive API provides lists of NYT articles by month going back to 1851.  You can use it to build your own local database of NYT article metadata.,Media,true
nytimes-com-article_search,https://api.apis.guru/v2/specs/nytimes.com/article_search/1.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_static01.nyt.com_images_icons_t_logo_291_black.png,"With the Article Search API, you can search New York Times articles from Sept. 18, 1851 to today, retrieving headlines, abstracts, lead paragraphs, links to associated multimedia and other article ...",Media,true
nytimes-com-books_api,https://api.apis.guru/v2/specs/nytimes.com/books_api/3.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_static01.nyt.com_images_icons_t_logo_291_black.png,The Books API provides information about book reviews and The New York Times bestsellers lists.,Media,true
nytimes-com-community,https://api.apis.guru/v2/specs/nytimes.com/community/3.0.0/openapi.json,https://api.apis.guru/v2/cache/logo/https_static01.nyt.com_images_icons_t_logo_291_black.png,Get access to comments from registered users on New York Times articles.  NOTE: This API is deprecated.,Media,true
